graph_id,node_id,nf_0,nf_1,nf_2,nf_3,nf_4,nf_5,nf_6,nf_7
BACE_662,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_662,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_662,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_662,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_662,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_662,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_662,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_662,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BACE_1201,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_1201,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_1201,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1201,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_1098,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BACE_608,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_608,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_608,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_608,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_608,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_608,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_608,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_608,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_608,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_608,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_608,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BACE_256,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_256,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_256,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BACE_376,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_376,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_376,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_376,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_376,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_376,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_376,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_376,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_376,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_334,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_334,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_334,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_334,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_409,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BACE_409,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_409,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_409,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_409,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_409,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_409,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_409,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BACE_31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_31,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACE_31,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACE_31,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
