graph_id,src,dst,ef_0
BACE_1201,15,17,1.0
BACE_1201,17,15,1.0
BACE_1201,17,18,1.0
BACE_1201,18,17,1.0
BACE_1201,18,19,1.0
BACE_1201,19,18,1.0
BACE_1201,19,20,1.0
BACE_1201,20,19,1.0
BACE_1201,18,21,1.0
BACE_1201,21,18,1.0
BACE_1201,21,22,1.0
BACE_1201,22,21,1.0
BACE_1201,22,23,1.0
BACE_1201,23,22,1.0
BACE_1201,23,24,1.0
BACE_1201,24,23,1.0
BACE_1201,24,25,1.0
BACE_1201,25,24,1.0
BACE_1201,25,26,1.0
BACE_1201,26,25,1.0
BACE_1201,14,27,1.0
BACE_1201,27,14,1.0
BACE_1201,27,28,1.0
BACE_1201,28,27,1.0
BACE_1201,28,29,1.0
BACE_1201,29,28,1.0
BACE_1201,29,30,1.5
BACE_1201,30,29,1.5
BACE_1201,30,31,1.5
BACE_1201,31,30,1.5
BACE_1201,31,32,1.0
BACE_1201,32,31,1.0
BACE_1201,31,33,1.5
BACE_1201,33,31,1.5
BACE_1201,33,34,1.5
BACE_1201,34,33,1.5
BACE_1201,34,35,1.0
BACE_1201,35,34,1.0
BACE_1201,34,36,1.5
BACE_1201,36,34,1.5
BACE_1201,7,37,1.0
BACE_1201,37,7,1.0
BACE_1201,37,38,2.0
BACE_1201,38,37,2.0
BACE_1201,37,39,1.0
BACE_1201,39,37,1.0
BACE_1201,39,40,1.0
BACE_1201,40,39,1.0
BACE_1201,40,41,1.0
BACE_1201,41,40,1.0
BACE_1201,40,42,1.0
BACE_1201,42,40,1.0
BACE_1201,42,43,1.5
BACE_1201,43,42,1.5
BACE_1201,43,44,1.5
BACE_1201,44,43,1.5
BACE_1201,44,45,1.5
BACE_1201,45,44,1.5
BACE_1201,45,46,1.5
BACE_1201,46,45,1.5
BACE_1201,46,47,1.5
BACE_1201,47,46,1.5
BACE_1201,0,48,1.0
BACE_1201,48,0,1.0
BACE_1201,10,5,1.5
BACE_1201,5,10,1.5
BACE_1201,26,24,1.0
BACE_1201,24,26,1.0
BACE_1201,36,29,1.5
BACE_1201,29,36,1.5
BACE_1201,47,42,1.5
BACE_1201,42,47,1.5
BACE_1098,0,1,2.0
BACE_1098,1,0,2.0
BACE_1098,1,2,1.0
BACE_1098,2,1,1.0
BACE_1098,2,3,1.0
BACE_1098,3,2,1.0
BACE_1098,2,4,1.0
BACE_1098,4,2,1.0
BACE_1098,4,5,2.0
BACE_1098,5,4,2.0
BACE_1098,5,6,1.0
BACE_1098,6,5,1.0
BACE_1098,6,7,1.0
BACE_1098,7,6,1.0
BACE_1098,7,8,1.0
BACE_1098,8,7,1.0
BACE_1098,8,9,1.0
BACE_1098,9,8,1.0
BACE_1098,9,10,1.0
BACE_1098,10,9,1.0
BACE_1098,10,11,1.0
BACE_1098,11,10,1.0
BACE_1098,11,12,1.0
BACE_1098,12,11,1.0
BACE_1098,6,13,1.0
BACE_1098,13,6,1.0
BACE_1098,13,14,1.5
BACE_1098,14,13,1.5
BACE_1098,14,15,1.5
BACE_1098,15,14,1.5
BACE_1098,15,16,1.0
BACE_1098,16,15,1.0
BACE_1098,16,17,1.0
BACE_1098,17,16,1.0
BACE_1098,17,18,2.0
BACE_1098,18,17,2.0
BACE_1098,17,19,1.0
BACE_1098,19,17,1.0
BACE_1098,19,20,1.5
BACE_1098,20,19,1.5
BACE_1098,20,21,1.5
BACE_1098,21,20,1.5
BACE_1098,21,22,1.5
BACE_1098,22,21,1.5
BACE_1098,22,23,1.5
BACE_1098,23,22,1.5
BACE_1098,20,24,1.0
BACE_1098,24,20,1.0
BACE_1098,15,25,1.5
BACE_1098,25,15,1.5
BACE_1098,25,26,1.5
BACE_1098,26,25,1.5
BACE_1098,26,27,1.5
BACE_1098,27,26,1.5
BACE_1098,4,28,1.0
BACE_1098,28,4,1.0
BACE_1098,6,1,1.0
BACE_1098,1,6,1.0
BACE_1098,12,7,1.0
BACE_1098,7,12,1.0
BACE_1098,27,13,1.5
BACE_1098,13,27,1.5
BACE_1098,23,19,1.5
BACE_1098,19,23,1.5
BACE_608,0,1,2.0
BACE_608,1,0,2.0
BACE_608,0,2,2.0
BACE_608,2,0,2.0
BACE_608,0,3,1.0
BACE_608,3,0,1.0
BACE_608,3,4,1.0
BACE_608,4,3,1.0
BACE_608,4,5,1.5
BACE_608,5,4,1.5
BACE_608,5,6,1.5
BACE_608,6,5,1.5
BACE_608,6,7,1.5
BACE_608,7,6,1.5
BACE_608,7,8,1.5
BACE_608,8,7,1.5
BACE_608,8,9,1.5
BACE_608,9,8,1.5
BACE_608,9,10,1.5
BACE_608,10,9,1.5
BACE_608,10,11,1.5
BACE_608,11,10,1.5
BACE_608,11,12,1.0
BACE_608,12,11,1.0
BACE_608,12,13,1.0
BACE_608,13,12,1.0
BACE_608,11,14,1.5
BACE_608,14,11,1.5
BACE_608,9,15,1.0
BACE_608,15,9,1.0
BACE_608,15,16,1.0
BACE_608,16,15,1.0
BACE_608,6,17,1.0
BACE_608,17,6,1.0
BACE_608,17,18,2.0
BACE_608,18,17,2.0
BACE_608,17,19,1.0
BACE_608,19,17,1.0
BACE_608,19,20,1.0
BACE_608,20,19,1.0
BACE_608,20,21,1.0
BACE_608,21,20,1.0
BACE_608,21,22,1.0
BACE_608,22,21,1.0
BACE_608,21,23,1.0
BACE_608,23,21,1.0
BACE_608,23,24,1.0
BACE_608,24,23,1.0
BACE_608,24,25,1.0
BACE_608,25,24,1.0
BACE_608,25,26,1.0
BACE_608,26,25,1.0
BACE_608,26,27,1.0
BACE_608,27,26,1.0
BACE_608,26,28,1.0
BACE_608,28,26,1.0
BACE_608,26,29,1.0
BACE_608,29,26,1.0
BACE_608,29,30,1.0
BACE_608,30,29,1.0
BACE_608,29,31,1.0
BACE_608,31,29,1.0
BACE_608,29,32,1.0
BACE_608,32,29,1.0
BACE_608,20,33,1.0
BACE_608,33,20,1.0
BACE_608,33,34,1.0
BACE_608,34,33,1.0
BACE_608,34,35,1.5
BACE_608,35,34,1.5
BACE_608,35,36,1.5
BACE_608,36,35,1.5
BACE_608,36,37,1.5
BACE_608,37,36,1.5
BACE_608,37,38,1.5
BACE_608,38,37,1.5
BACE_608,38,39,1.5
BACE_608,39,38,1.5
BACE_608,3,40,1.0
BACE_608,40,3,1.0
BACE_608,13,0,1.0
BACE_608,0,13,1.0
BACE_608,39,34,1.5
BACE_608,34,39,1.5
BACE_608,14,4,1.5
BACE_608,4,14,1.5
BACE_608,14,8,1.5
BACE_608,8,14,1.5
BACE_256,0,1,1.0
BACE_256,1,0,1.0
BACE_256,1,2,1.5
BACE_256,2,1,1.5
BACE_256,2,3,1.5
BACE_256,3,2,1.5
BACE_256,3,4,1.5
BACE_256,4,3,1.5
BACE_256,4,5,1.5
BACE_256,5,4,1.5
BACE_256,5,6,1.5
BACE_256,6,5,1.5
BACE_256,3,7,1.0
BACE_256,7,3,1.0
BACE_256,7,8,1.5
BACE_256,8,7,1.5
BACE_256,8,9,1.5
BACE_256,9,8,1.5
BACE_256,9,10,1.5
BACE_256,10,9,1.5
BACE_256,10,11,1.5
BACE_256,11,10,1.5
BACE_256,11,12,1.5
BACE_256,12,11,1.5
BACE_256,9,13,1.0
BACE_256,13,9,1.0
BACE_256,13,14,1.0
BACE_256,14,13,1.0
BACE_256,14,15,1.0
BACE_256,15,14,1.0
BACE_256,15,16,2.0
BACE_256,16,15,2.0
BACE_256,15,17,1.0
BACE_256,17,15,1.0
BACE_256,17,18,1.0
BACE_256,18,17,1.0
BACE_256,17,19,1.0
BACE_256,19,17,1.0
BACE_256,19,20,2.0
BACE_256,20,19,2.0
BACE_256,13,21,1.0
BACE_256,21,13,1.0
BACE_256,21,22,1.0
BACE_256,22,21,1.0
BACE_256,22,23,1.0
BACE_256,23,22,1.0
BACE_256,6,1,1.5
BACE_256,1,6,1.5
BACE_256,12,7,1.5
BACE_256,7,12,1.5
BACE_256,19,13,1.0
BACE_256,13,19,1.0
BACE_256,23,21,1.0
BACE_256,21,23,1.0
BACE_376,0,1,2.0
BACE_376,1,0,2.0
BACE_376,0,2,1.0
BACE_376,2,0,1.0
BACE_376,2,3,1.0
BACE_376,3,2,1.0
BACE_376,3,4,1.0
BACE_376,4,3,1.0
BACE_376,4,5,1.0
BACE_376,5,4,1.0
BACE_376,5,6,1.5
BACE_376,6,5,1.5
BACE_376,6,7,1.5
BACE_376,7,6,1.5
BACE_376,7,8,1.0
BACE_376,8,7,1.0
BACE_376,8,9,1.0
BACE_376,9,8,1.0
BACE_376,9,10,1.0
BACE_376,10,9,1.0
BACE_376,10,11,1.0
BACE_376,11,10,1.0
BACE_376,10,12,1.0
BACE_376,12,10,1.0
BACE_376,10,13,1.0
BACE_376,13,10,1.0
BACE_376,7,14,1.5
BACE_376,14,7,1.5
BACE_376,14,15,1.0
BACE_376,15,14,1.0
BACE_376,14,16,1.5
BACE_376,16,14,1.5
BACE_376,16,17,1.0
BACE_376,17,16,1.0
BACE_376,16,18,1.5
BACE_376,18,16,1.5
BACE_376,3,19,1.0
BACE_376,19,3,1.0
BACE_376,19,20,1.0
BACE_376,20,19,1.0
BACE_376,19,21,1.0
BACE_376,21,19,1.0
BACE_376,21,22,1.0
BACE_376,22,21,1.0
BACE_376,22,23,1.0
BACE_376,23,22,1.0
BACE_376,23,24,1.0
BACE_376,24,23,1.0
BACE_376,24,25,1.5
BACE_376,25,24,1.5
BACE_376,25,26,1.5
BACE_376,26,25,1.5
BACE_376,26,27,1.5
BACE_376,27,26,1.5
BACE_376,27,28,1.5
BACE_376,28,27,1.5
BACE_376,28,29,1.5
BACE_376,29,28,1.5
BACE_376,26,30,1.0
BACE_376,30,26,1.0
BACE_376,30,31,1.0
BACE_376,31,30,1.0
BACE_376,30,32,1.0
BACE_376,32,30,1.0
BACE_376,30,33,1.0
BACE_376,33,30,1.0
BACE_376,21,34,1.0
BACE_376,34,21,1.0
BACE_376,34,0,1.0
BACE_376,0,34,1.0
BACE_376,18,5,1.5
BACE_376,5,18,1.5
BACE_376,29,24,1.5
BACE_376,24,29,1.5
BACE_334,0,1,1.0
BACE_334,1,0,1.0
BACE_334,1,2,1.5
BACE_334,2,1,1.5
BACE_334,2,3,1.5
BACE_334,3,2,1.5
BACE_334,3,4,1.5
BACE_334,4,3,1.5
BACE_334,4,5,1.5
BACE_334,5,4,1.5
BACE_334,5,6,1.5
BACE_334,6,5,1.5
BACE_334,6,7,1.0
BACE_334,7,6,1.0
BACE_334,7,8,1.0
BACE_334,8,7,1.0
BACE_334,8,9,1.0
BACE_334,9,8,1.0
BACE_334,9,10,1.0
BACE_334,10,9,1.0
BACE_334,10,11,1.0
BACE_334,11,10,1.0
BACE_334,10,12,1.0
BACE_334,12,10,1.0
BACE_334,12,13,1.0
BACE_334,13,12,1.0
BACE_334,13,14,1.0
BACE_334,14,13,1.0
BACE_334,14,15,2.0
BACE_334,15,14,2.0
BACE_334,14,16,1.0
BACE_334,16,14,1.0
BACE_334,12,17,1.0
BACE_334,17,12,1.0
BACE_334,17,18,1.0
BACE_334,18,17,1.0
BACE_334,18,19,1.5
BACE_334,19,18,1.5
BACE_334,19,20,1.5
BACE_334,20,19,1.5
BACE_334,20,21,1.5
BACE_334,21,20,1.5
BACE_334,21,22,1.5
BACE_334,22,21,1.5
BACE_334,22,23,1.5
BACE_334,23,22,1.5
BACE_334,7,24,1.0
BACE_334,24,7,1.0
BACE_334,24,25,1.0
BACE_334,25,24,1.0
BACE_334,25,26,1.0
BACE_334,26,25,1.0
BACE_334,26,27,1.0
BACE_334,27,26,1.0
BACE_334,27,28,1.0
BACE_334,28,27,1.0
BACE_334,4,29,1.0
BACE_334,29,4,1.0
BACE_334,29,30,1.0
BACE_334,30,29,1.0
BACE_334,30,31,1.0
BACE_334,31,30,1.0
BACE_334,30,32,1.0
BACE_334,32,30,1.0
BACE_334,25,0,1.0
BACE_334,0,25,1.0
BACE_334,6,1,1.5
BACE_334,1,6,1.5
BACE_334,23,18,1.5
BACE_334,18,23,1.5
BACE_334,28,25,1.0
BACE_334,25,28,1.0
BACE_409,0,1,1.0
BACE_409,1,0,1.0
BACE_409,1,2,1.5
BACE_409,2,1,1.5
BACE_409,2,3,1.5
BACE_409,3,2,1.5
BACE_409,3,4,1.5
BACE_409,4,3,1.5
BACE_409,4,5,1.5
BACE_409,5,4,1.5
BACE_409,5,6,1.0
BACE_409,6,5,1.0
BACE_409,5,7,1.5
BACE_409,7,5,1.5
BACE_409,3,8,1.0
BACE_409,8,3,1.0
BACE_409,8,9,1.0
BACE_409,9,8,1.0
BACE_409,9,10,1.0
BACE_409,10,9,1.0
BACE_409,10,11,1.0
BACE_409,11,10,1.0
BACE_409,11,12,2.0
BACE_409,12,11,2.0
BACE_409,11,13,1.0
BACE_409,13,11,1.0
BACE_409,13,14,1.5
BACE_409,14,13,1.5
BACE_409,14,15,1.5
BACE_409,15,14,1.5
BACE_409,15,16,1.5
BACE_409,16,15,1.5
BACE_409,16,17,1.5
BACE_409,17,16,1.5
BACE_409,17,18,1.5
BACE_409,18,17,1.5
BACE_409,18,19,1.5
BACE_409,19,18,1.5
BACE_409,19,20,1.5
BACE_409,20,19,1.5
BACE_409,20,21,1.5
BACE_409,21,20,1.5
BACE_409,20,22,1.0
BACE_409,22,20,1.0
BACE_409,22,23,2.0
BACE_409,23,22,2.0
BACE_409,22,24,1.0
BACE_409,24,22,1.0
BACE_409,24,25,1.0
BACE_409,25,24,1.0
BACE_409,25,26,1.0
BACE_409,26,25,1.0
BACE_409,26,27,1.0
BACE_409,27,26,1.0
BACE_409,27,28,1.0
BACE_409,28,27,1.0
BACE_409,28,29,1.0
BACE_409,29,28,1.0
BACE_409,29,30,1.0
BACE_409,30,29,1.0
BACE_409,30,31,1.0
BACE_409,31,30,1.0
BACE_409,9,32,1.0
BACE_409,32,9,1.0
BACE_409,32,33,1.0
BACE_409,33,32,1.0
BACE_409,32,34,1.0
BACE_409,34,32,1.0
BACE_409,34,35,1.0
BACE_409,35,34,1.0
BACE_409,35,36,1.0
BACE_409,36,35,1.0
BACE_409,36,37,1.0
BACE_409,37,36,1.0
BACE_409,37,38,1.5
BACE_409,38,37,1.5
BACE_409,38,39,1.5
BACE_409,39,38,1.5
BACE_409,39,40,1.0
BACE_409,40,39,1.0
BACE_409,40,41,1.0
BACE_409,41,40,1.0
BACE_409,39,42,1.5
BACE_409,42,39,1.5
BACE_409,42,43,1.5
BACE_409,43,42,1.5
BACE_409,43,44,1.5
BACE_409,44,43,1.5
BACE_409,7,1,1.5
BACE_409,1,7,1.5
BACE_409,21,13,1.5
BACE_409,13,21,1.5
BACE_409,28,24,1.0
BACE_409,24,28,1.0
BACE_409,44,37,1.5
BACE_409,37,44,1.5
BACE_409,19,14,1.5
BACE_409,14,19,1.5
BACE_31,0,1,1.0
BACE_31,1,0,1.0
BACE_31,1,2,1.0
BACE_31,2,1,1.0
BACE_31,2,3,1.0
BACE_31,3,2,1.0
BACE_31,3,4,1.0
BACE_31,4,3,1.0
BACE_31,4,5,1.0
BACE_31,5,4,1.0
BACE_31,5,6,2.0
BACE_31,6,5,2.0
BACE_31,5,7,1.0
BACE_31,7,5,1.0
BACE_31,7,8,1.0
BACE_31,8,7,1.0
BACE_31,8,9,1.0
BACE_31,9,8,1.0
BACE_31,9,10,2.0
BACE_31,10,9,2.0
BACE_31,9,11,1.0
BACE_31,11,9,1.0
BACE_31,7,12,1.0
BACE_31,12,7,1.0
BACE_31,12,13,1.0
BACE_31,13,12,1.0
BACE_31,13,14,1.0
BACE_31,14,13,1.0
BACE_31,13,15,1.0
BACE_31,15,13,1.0
BACE_31,3,16,1.0
BACE_31,16,3,1.0
BACE_31,16,17,2.0
BACE_31,17,16,2.0
BACE_31,16,18,1.0
BACE_31,18,16,1.0
BACE_31,18,19,1.0
BACE_31,19,18,1.0
BACE_31,19,20,1.0
BACE_31,20,19,1.0
BACE_31,20,21,1.0
BACE_31,21,20,1.0
BACE_31,20,22,1.0
BACE_31,22,20,1.0
BACE_31,22,23,1.0
BACE_31,23,22,1.0
BACE_31,23,24,1.0
BACE_31,24,23,1.0
BACE_31,24,25,2.0
BACE_31,25,24,2.0
BACE_31,24,26,1.0
BACE_31,26,24,1.0
BACE_31,26,27,1.0
BACE_31,27,26,1.0
BACE_31,27,28,1.0
BACE_31,28,27,1.0
BACE_31,28,29,2.0
BACE_31,29,28,2.0
BACE_31,28,30,1.0
BACE_31,30,28,1.0
BACE_31,30,31,1.0
BACE_31,31,30,1.0
BACE_31,31,32,1.0
BACE_31,32,31,1.0
BACE_31,32,33,1.0
BACE_31,33,32,1.0
BACE_31,32,34,1.0
BACE_31,34,32,1.0
BACE_31,31,35,1.0
BACE_31,35,31,1.0
BACE_31,35,36,2.0
BACE_31,36,35,2.0
BACE_31,35,37,1.0
BACE_31,37,35,1.0
BACE_31,37,38,1.0
BACE_31,38,37,1.0
BACE_31,38,39,1.0
BACE_31,39,38,1.0
BACE_31,39,40,1.0
BACE_31,40,39,1.0
BACE_31,40,41,1.0
BACE_31,41,40,1.0
BACE_31,19,42,1.0
BACE_31,42,19,1.0
BACE_31,42,43,1.0
BACE_31,43,42,1.0
BACE_31,43,44,1.0
BACE_31,44,43,1.0
BACE_31,43,45,1.0
BACE_31,45,43,1.0
BACE_31,0,46,1.0
BACE_31,46,0,1.0
BACE_31,27,22,1.0
BACE_31,22,27,1.0
BACE_980,0,1,1.0
BACE_980,1,0,1.0
BACE_980,0,2,1.0
BACE_980,2,0,1.0
BACE_980,2,3,1.5
BACE_980,3,2,1.5
BACE_980,3,4,1.5
BACE_980,4,3,1.5
BACE_980,4,5,1.5
BACE_980,5,4,1.5
BACE_980,5,6,1.5
BACE_980,6,5,1.5
BACE_980,6,7,1.5
BACE_980,7,6,1.5
BACE_980,5,8,1.0
BACE_980,8,5,1.0
BACE_980,8,9,1.0
BACE_980,9,8,1.0
BACE_980,9,10,2.0
BACE_980,10,9,2.0
BACE_980,10,11,1.0
BACE_980,11,10,1.0
BACE_980,10,12,1.0
BACE_980,12,10,1.0
BACE_980,12,13,2.0
BACE_980,13,12,2.0
BACE_980,12,14,1.0
BACE_980,14,12,1.0
BACE_980,8,15,1.0
BACE_980,15,8,1.0
BACE_980,15,16,1.5
BACE_980,16,15,1.5
BACE_980,16,17,1.5
BACE_980,17,16,1.5
BACE_980,17,18,1.5
BACE_980,18,17,1.5
BACE_980,18,19,1.5
BACE_980,19,18,1.5
BACE_980,19,20,1.5
BACE_980,20,19,1.5
BACE_980,17,21,1.0
BACE_980,21,17,1.0
BACE_980,21,22,1.5
BACE_980,22,21,1.5
BACE_980,22,23,1.5
BACE_980,23,22,1.5
BACE_980,23,24,1.5
BACE_980,24,23,1.5
BACE_980,24,25,1.5
BACE_980,25,24,1.5
BACE_980,25,26,1.5
BACE_980,26,25,1.5
BACE_980,7,2,1.5
BACE_980,2,7,1.5
BACE_980,13,8,1.0
BACE_980,8,13,1.0
BACE_980,20,15,1.5
BACE_980,15,20,1.5
BACE_980,26,21,1.5
BACE_980,21,26,1.5
BACE_1043,0,1,1.0
BACE_1043,1,0,1.0
BACE_1043,1,2,1.5
BACE_1043,2,1,1.5
BACE_1043,2,3,1.5
BACE_1043,3,2,1.5
BACE_1043,3,4,1.5
BACE_1043,4,3,1.5
BACE_1043,4,5,1.5
BACE_1043,5,4,1.5
BACE_1043,5,6,1.0
BACE_1043,6,5,1.0
BACE_1043,5,7,1.5
BACE_1043,7,5,1.5
BACE_1043,3,8,1.0
BACE_1043,8,3,1.0
BACE_1043,8,9,1.0
BACE_1043,9,8,1.0
BACE_1043,9,10,1.0
BACE_1043,10,9,1.0
BACE_1043,10,11,1.0
BACE_1043,11,10,1.0
BACE_1043,11,12,2.0
BACE_1043,12,11,2.0
BACE_1043,11,13,1.0
BACE_1043,13,11,1.0
BACE_1043,9,14,1.0
BACE_1043,14,9,1.0
BACE_1043,14,15,1.0
BACE_1043,15,14,1.0
BACE_1043,14,16,1.0
BACE_1043,16,14,1.0
BACE_1043,16,17,1.0
BACE_1043,17,16,1.0
BACE_1043,17,18,1.0
BACE_1043,18,17,1.0
BACE_1043,18,19,1.0
BACE_1043,19,18,1.0
BACE_1043,19,20,1.0
BACE_1043,20,19,1.0
BACE_1043,20,21,1.0
BACE_1043,21,20,1.0
BACE_1043,21,22,1.0
BACE_1043,22,21,1.0
BACE_1043,22,23,1.0
BACE_1043,23,22,1.0
BACE_1043,18,24,1.0
BACE_1043,24,18,1.0
BACE_1043,24,25,1.5
BACE_1043,25,24,1.5
BACE_1043,25,26,1.5
BACE_1043,26,25,1.5
BACE_1043,26,27,1.5
BACE_1043,27,26,1.5
BACE_1043,27,28,1.5
BACE_1043,28,27,1.5
BACE_1043,28,29,1.5
BACE_1043,29,28,1.5
BACE_1043,26,30,1.0
BACE_1043,30,26,1.0
BACE_1043,30,31,1.0
BACE_1043,31,30,1.0
BACE_1043,31,32,1.0
BACE_1043,32,31,1.0
BACE_1043,32,33,1.0
BACE_1043,33,32,1.0
BACE_1043,33,34,1.0
BACE_1043,34,33,1.0
BACE_1043,34,35,1.0
BACE_1043,35,34,1.0
BACE_1043,35,36,1.0
BACE_1043,36,35,1.0
BACE_1043,7,1,1.5
BACE_1043,1,7,1.5
BACE_1043,23,18,1.0
BACE_1043,18,23,1.0
BACE_1043,29,24,1.5
BACE_1043,24,29,1.5
BACE_1043,36,30,1.0
BACE_1043,30,36,1.0
BACE_642,0,1,2.0
BACE_642,1,0,2.0
BACE_642,0,2,2.0
BACE_642,2,0,2.0
BACE_642,0,3,1.0
BACE_642,3,0,1.0
BACE_642,3,4,1.0
BACE_642,4,3,1.0
BACE_642,4,5,1.0
BACE_642,5,4,1.0
BACE_642,5,6,1.0
BACE_642,6,5,1.0
BACE_642,6,7,1.0
BACE_642,7,6,1.0
BACE_642,3,8,1.0
BACE_642,8,3,1.0
BACE_642,8,9,1.5
BACE_642,9,8,1.5
BACE_642,9,10,1.5
BACE_642,10,9,1.5
BACE_642,10,11,1.5
BACE_642,11,10,1.5
BACE_642,11,12,1.5
BACE_642,12,11,1.5
BACE_642,12,13,1.0
BACE_642,13,12,1.0
BACE_642,13,14,1.0
BACE_642,14,13,1.0
BACE_642,14,15,1.0
BACE_642,15,14,1.0
BACE_642,12,16,1.5
BACE_642,16,12,1.5
BACE_642,10,17,1.0
BACE_642,17,10,1.0
